,Song,Artist,Tempo,Valence,Loudness,Energy,Key,Rank
2416,Just Us,DJ Khaled Featuring SZA,93.132,0.566,-2.758,0.859,9,60
2417,Knockin' Boots,Luke Bryan,131.983,0.634,-3.728,0.682,2,61
2418,Even Though I'm Leaving,Luke Combs,77.962,0.624,-6.04,0.755,2,62
2419,Easier,5 Seconds Of Summer,175.813,0.618,-5.604,0.428,5,63
2420,Girls Need Love,Summer Walker X Drake,97.022,0.0897,-9.481,0.432,6,64
2421,Ran$om,Lil Tecca,105.014,0.0774,-7.844,0.813,11,65
2422,The Git Up,Blanco Brown,97.984,0.811,-8.635,0.678,9,66
2423,24/7,Meek Mill Featuring Ella Mai,86.957,0.368,-5.355,0.711,0,67
2424,Rearview Town,Jason Aldean,141.973,0.338,-4.47,0.85,10,68
2425,Callaita,Bad Bunny & Tainy,176.169,0.244,-4.773,0.624,2,69
2426,Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,145.041,0.853,-5.18,0.666,8,70
2427,All To Myself,Dan + Shay,94.975,0.565,-4.616,0.781,1,71
2428,Eyes On You,Chase Rice,97.155,0.476,-6.982,0.652,9,72
2429,Before I Let Go,Beyonce,102.968,0.435,-5.424,0.842,6,73
2430,Some Of It,Eric Church,79.843,0.824,-7.306,0.736,0,74
2431,Here With Me,Marshmello Featuring CHVRCHES,99.961,0.181,-3.933,0.565,5,75
2432,Sanguine Paradise,Lil Uzi Vert,134.972,0.207,-6.736,0.603,6,76
2433,Soltera,"Lunay, Daddy Yankee & Bad Bunny",92.016,0.8,-4.271,0.783,5,77
2434,Talk You Out Of It,Florida Georgia Line,119.964,0.558,-4.791,0.708,4,78
2435,Put A Date On It,Yo Gotti Featuring Lil Baby,129.93,0.579,-5.696,0.659,4,79
2436,Love Ain't,Eli Young Band,98.007,0.727,-4.645,0.851,11,80
2437,Shotta Flow,NLE Choppa,120.08,0.568,-4.768,0.511,2,81
2438,Calma,Pedro Capo X Farruko,126.899,0.761,-4.218,0.773,11,82
2439,Heaven,Avicii,122.011,0.516,-5.65,0.873,9,83
2440,Call You Mine,The Chainsmokers & Bebe Rexha,104.01,0.522,-5.6,0.696,4,84
2441,Ocean Eyes,Billie Eilish,144.892,0.169,-7.65,0.363,4,85
2442,Big Ole Freak,Megan Thee Stallion,142.979,0.627,-7.694,0.699,2,86
2443,Please Tell Me,Future,144.019,0.202,-5.589,0.549,10,87
2444,On My Way To You,Cody Johnson,157.97,0.245,-5.477,0.538,1,88
2445,Trampoline,SHAED,126.803,0.498,-5.782,0.459,7,89
2446,Raised On Country,Chris Young,148.095,0.79,-3.224,0.794,2,90
2447,Te Robare,Nicky Jam X Ozuna,175.997,0.797,-3.572,0.752,2,91
2448,Amor Genuino,Ozuna,175.077,0.347,-7.78,0.314,10,92
2449,Only Human,Jonas Brothers,94.01,0.874,-5.883,0.496,0,93
2450,Bacc At It Again,"Yella Beezy, Gucci Mane & Quavo",135.979,0.856,-5.725,0.623,8,94
2451,La La Land,Bryce Vine Featuring YG,97.953,0.416,-5.122,0.473,1,95
2452,Robbery,Juice WRLD,159.966,0.578,-5.122,0.692,2,96
2453,Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,100.016,0.49,-7.504,0.572,2,97
2454,XanaX Damage,Future,139.084,0.324,-8.975,0.609,7,98
2455,Government Official,Future,144.988,0.321,-5.125,0.774,1,99
2456,Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",175.988,0.763,-2.331,0.79,0,100
2457,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,136.041,0.639,-5.56,0.619,6,1
2458,You Need To Calm Down,Taylor Swift,85.026,0.714,-5.617,0.671,2,2
2459,Bad Guy,Billie Eilish,135.128,0.562,-10.965,0.425,7,3
2460,Talk,Khalid,135.984,0.346,-8.575,0.4,0,4
2461,I Don't Care,Ed Sheeran & Justin Bieber,101.956,0.842,-5.041,0.675,6,5
2462,Sucker,Jonas Brothers,137.958,0.952,-5.065,0.734,1,6
2463,Money In The Grave,Drake Featuring Rick Ross,100.541,0.101,-4.045,0.502,10,7
2464,Wow.,Post Malone,99.96,0.388,-7.359,0.539,11,8
2465,Suge,DaBaby,75.445,0.844,-6.482,0.662,2,9
2466,No Guidance,Chris Brown Featuring Drake,92.932,0.137,-6.756,0.454,1,10
2467,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,89.911,0.913,-5.574,0.479,2,11
2468,Dancing With A Stranger,Sam Smith & Normani,102.998,0.347,-7.513,0.52,8,12
2469,If I Can't Have You,Shawn Mendes,123.911,0.864,-4.198,0.809,2,13
2470,Truth Hurts,Lizzo,158.087,0.412,-3.046,0.624,4,14
2471,ME!,Taylor Swift Featuring Brendon Urie,182.162,0.728,-4.105,0.83,0,15
2472,Without Me,Halsey,136.041,0.533,-7.05,0.488,6,16
2473,Sweet But Psycho,Ava Max,133.002,0.628,-4.724,0.704,1,17
2474,Pop Out,Polo G Featuring Lil Tjay,168.112,0.261,-7.119,0.639,1,18
2475,7 Rings,Ariana Grande,140.048,0.327,-10.732,0.317,1,19
2476,Happier,Marshmello & Bastille,100.015,0.671,-2.749,0.792,5,20
2477,God's Country,Blake Shelton,144.586,0.434,-10.38,0.325,2,21
2478,Whiskey Glasses,Morgan Wallen,149.959,0.707,-4.58,0.68,6,22
2479,High Hopes,Panic! At The Disco,82.014,0.681,-2.729,0.904,5,23
2480,"Hey Look Ma, I Made It",Panic! At The Disco,107.936,0.58,-3.337,0.833,5,24
2481,Rumor,Lee Brice,140.975,0.599,-6.857,0.56,9,25
2482,The London,"Young Thug, J. Cole & Travis Scott",97.981,0.179,-6.946,0.586,4,26
2483,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,93.989,0.656,-2.652,0.86,8,27
2484,Beer Never Broke My Heart,Luke Combs,77.0,0.64,-4.483,0.863,1,28
2485,Never Really Over,Katy Perry,99.991,0.385,-4.792,0.882,8,29
2486,Middle Child,J. Cole,123.984,0.463,-11.713,0.364,8,30
2487,Eastside,"benny blanco, Halsey & Khalid",89.391,0.319,-7.648,0.68,6,31
2488,Act Up,City Girls,97.075,0.313,-4.713,0.638,8,32
2489,Pure Water,Mustard & Migos,202.015,0.137,-5.545,0.559,0,33
2490,Going Bad,Meek Mill Featuring Drake,86.003,0.544,-6.365,0.496,4,34
2491,Omerta,Drake,164.119,0.685,-2.232,0.899,6,35
2492,Earfquake,"Tyler, The Creator",79.635,0.413,-8.866,0.498,9,36
2493,Look What God Gave Her,Thomas Rhett,113.0,0.883,-3.966,0.85,2,37
2494,Better,Khalid,97.949,0.112,-10.278,0.552,0,38
2495,Shallow,Lady Gaga & Bradley Cooper,95.799,0.323,-6.362,0.385,7,39
2496,Look Back At It,A Boogie Wit da Hoodie,96.057,0.536,-5.075,0.587,3,40
2497,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,169.999,0.335,-5.29,0.554,5,41
2498,Sicko Mode,Travis Scott,155.008,0.446,-3.714,0.73,8,42
2499,Speechless,Dan + Shay,135.929,0.386,-5.968,0.438,1,43
2500,Nightmare,Halsey,146.11,0.538,-5.075,0.622,9,44
2501,When The Party's Over,Billie Eilish,82.642,0.198,-14.084,0.111,4,45
2502,Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,95.005,0.607,-6.373,0.787,4,46
2503,Envy Me,Calboy,149.042,0.584,-7.664,0.488,1,47
2504,Good As You,Kane Brown,153.831,0.769,-6.05,0.516,8,48
2505,Go Loko,"YG, Tyga & Jon Z",100.995,0.142,-5.188,0.67,2,49
2506,Cool,Jonas Brothers,78.969,0.62,-5.487,0.598,0,50
2507,The Git Up,Blanco Brown,97.984,0.811,-8.635,0.678,9,51
2508,Ran$om,Lil Tecca,105.014,0.0774,-7.844,0.813,11,52
2509,Just Us,DJ Khaled Featuring SZA,93.132,0.566,-2.758,0.859,9,53
2510,Someone You Loved,Lewis Capaldi,109.891,0.446,-5.679,0.405,1,54
2511,Walk Me Home,P!nk,88.038,0.432,-6.119,0.453,1,55
2512,Worth It,YK Osiris,123.936,0.422,-4.082,0.528,5,56
2513,Please Me,Cardi B & Bruno Mars,133.992,0.65,-6.711,0.57,1,57
2514,Clout,Offset Featuring Cardi B,140.022,0.424,-7.384,0.622,1,58
2515,Knockin' Boots,Luke Bryan,131.983,0.634,-3.728,0.682,2,59
2516,Press,Cardi B,133.983,0.243,-5.665,0.525,1,60
2517,GIRL,Maren Morris,143.599,0.447,-3.95,0.793,6,61
2518,Easier,5 Seconds Of Summer,175.813,0.618,-5.604,0.428,5,62
2519,24/7,Meek Mill Featuring Ella Mai,86.957,0.368,-5.355,0.711,0,63
2520,Girls Need Love,Summer Walker X Drake,97.022,0.0897,-9.481,0.432,6,64
2521,Some Of It,Eric Church,79.843,0.824,-7.306,0.736,0,65
2522,All To Myself,Dan + Shay,94.975,0.565,-4.616,0.781,1,66
2523,Shotta Flow,NLE Choppa,120.08,0.568,-4.768,0.511,2,67
2524,Callaita,Bad Bunny & Tainy,176.169,0.244,-4.773,0.624,2,68
2525,Rearview Town,Jason Aldean,141.973,0.338,-4.47,0.85,10,69
2526,Miss Me More,Kelsea Ballerini,96.028,0.491,-7.146,0.72,2,70
2527,Love Someone,Brett Eldredge,173.995,0.421,-5.011,0.813,9,71
2528,Before I Let Go,Beyonce,102.968,0.435,-5.424,0.842,6,72
2529,Talk You Out Of It,Florida Georgia Line,119.964,0.558,-4.791,0.708,4,73
2530,Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,145.041,0.853,-5.18,0.666,8,74
2531,Down Bad,"Dreamville Featuring JID, Bas, J. Cole, EARTHGANG & Young Nudy",149.804,0.719,-5.368,0.586,0,75
2532,Eyes On You,Chase Rice,97.155,0.476,-6.982,0.652,9,76
2533,Soltera,"Lunay, Daddy Yankee & Bad Bunny",92.016,0.8,-4.271,0.783,5,77
2534,Sanguine Paradise,Lil Uzi Vert,134.972,0.207,-6.736,0.603,6,78
2535,Here With Me,Marshmello Featuring CHVRCHES,99.961,0.181,-3.933,0.565,5,79
2536,Sanctuary,Joji,167.788,0.316,-7.199,0.65,1,80
2537,Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",175.988,0.763,-2.331,0.79,0,81
2538,Call You Mine,The Chainsmokers & Bebe Rexha,104.01,0.522,-5.6,0.696,4,82
2539,Raised On Country,Chris Young,148.095,0.79,-3.224,0.794,2,83
2540,Trampoline,SHAED,126.803,0.498,-5.782,0.459,7,84
2541,Love Ain't,Eli Young Band,98.007,0.727,-4.645,0.851,11,85
2542,Ocean Eyes,Billie Eilish,144.892,0.169,-7.65,0.363,4,86
2543,Bacc At It Again,"Yella Beezy, Gucci Mane & Quavo",135.979,0.856,-5.725,0.623,8,87
2544,Calma,Pedro Capo X Farruko,126.899,0.761,-4.218,0.773,11,88
2545,Wake Up,Travis Scott,149.07,0.488,-5.116,0.645,11,89
2546,La La Land,Bryce Vine Featuring YG,97.953,0.416,-5.122,0.473,1,90
2547,Only Human,Jonas Brothers,94.01,0.874,-5.883,0.496,0,91
2548,Rescue Me,Marshmello Featuring A Day To Remember,148.149,0.375,-2.171,0.905,11,92
2549,Big Ole Freak,Megan Thee Stallion,142.979,0.627,-7.694,0.699,2,93
2550,Te Robare,Nicky Jam X Ozuna,175.997,0.797,-3.572,0.752,2,94
2551,Tap,NAV Featuring Meek Mill,85.018,0.452,-7.033,0.676,2,95
2552,Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,100.016,0.49,-7.504,0.572,2,96
2553,It's You,Ali Gatie,119.938,0.398,-2.452,0.739,7,97
2554,Robbery,Juice WRLD,159.966,0.578,-5.122,0.692,2,98
2555,Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,79.351,0.702,-5.152,0.833,5,99
2556,The Ones That Didn't Make It Back Home,Justin Moore,137.995,0.468,-4.869,0.784,3,100
2557,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,136.041,0.639,-5.56,0.619,6,1
2558,Senorita,Shawn Mendes & Camila Cabello,116.947,0.75,-6.039,0.54,9,2
2559,Bad Guy,Billie Eilish,135.128,0.562,-10.965,0.425,7,3
2560,Talk,Khalid,135.984,0.346,-8.575,0.4,0,4
2561,I Don't Care,Ed Sheeran & Justin Bieber,101.956,0.842,-5.041,0.675,6,5
2562,Sucker,Jonas Brothers,137.958,0.952,-5.065,0.734,1,6
2563,Suge,DaBaby,75.445,0.844,-6.482,0.662,2,7
2564,Money In The Grave,Drake Featuring Rick Ross,100.541,0.101,-4.045,0.502,10,8
2565,No Guidance,Chris Brown Featuring Drake,92.932,0.137,-6.756,0.454,1,9
2566,Wow.,Post Malone,99.96,0.388,-7.359,0.539,11,10
2567,Truth Hurts,Lizzo,158.087,0.412,-3.046,0.624,4,11
2568,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,89.911,0.913,-5.574,0.479,2,12
2569,You Need To Calm Down,Taylor Swift,85.026,0.714,-5.617,0.671,2,13
2570,If I Can't Have You,Shawn Mendes,123.911,0.864,-4.198,0.809,2,14
2571,Dancing With A Stranger,Sam Smith & Normani,102.998,0.347,-7.513,0.52,8,15
2572,Panini,Lil Nas X,153.848,0.475,-6.146,0.594,5,16
2573,Without Me,Halsey,136.041,0.533,-7.05,0.488,6,17
2574,God's Country,Blake Shelton,144.586,0.434,-10.38,0.325,2,18
2575,Pop Out,Polo G Featuring Lil Tjay,168.112,0.261,-7.119,0.639,1,19
2576,MEGATRON,Nicki Minaj,94.017,0.771,-3.051,0.641,1,20
2577,Sweet But Psycho,Ava Max,133.002,0.628,-4.724,0.704,1,21
2578,Rodeo,Lil Nas X & Cardi B,140.081,0.657,-5.614,0.679,9,22
2579,7 Rings,Ariana Grande,140.048,0.327,-10.732,0.317,1,23
2580,"Hey Look Ma, I Made It",Panic! At The Disco,107.936,0.58,-3.337,0.833,5,24
2581,Happier,Marshmello & Bastille,100.015,0.671,-2.749,0.792,5,25
2582,Rumor,Lee Brice,140.975,0.599,-6.857,0.56,9,26
2583,Never Really Over,Katy Perry,99.991,0.385,-4.792,0.882,8,27
2584,Whiskey Glasses,Morgan Wallen,149.959,0.707,-4.58,0.68,6,28
2585,The Git Up,Blanco Brown,97.984,0.811,-8.635,0.678,9,29
2586,The London,"Young Thug, J. Cole & Travis Scott",97.981,0.179,-6.946,0.586,4,30
2587,ME!,Taylor Swift Featuring Brendon Urie,182.162,0.728,-4.105,0.83,0,31
2588,High Hopes,Panic! At The Disco,82.014,0.681,-2.729,0.904,5,32
2589,Beer Never Broke My Heart,Luke Combs,77.0,0.64,-4.483,0.863,1,33
2590,Act Up,City Girls,97.075,0.313,-4.713,0.638,8,34
2591,Eastside,"benny blanco, Halsey & Khalid",89.391,0.319,-7.648,0.68,6,35
2592,Middle Child,J. Cole,123.984,0.463,-11.713,0.364,8,36
2593,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,93.989,0.656,-2.652,0.86,8,37
2594,Pure Water,Mustard & Migos,202.015,0.137,-5.545,0.559,0,38
2595,Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,95.005,0.607,-6.373,0.787,4,39
2596,Going Bad,Meek Mill Featuring Drake,86.003,0.544,-6.365,0.496,4,40
2597,Better,Khalid,97.949,0.112,-10.278,0.552,0,41
2598,Shallow,Lady Gaga & Bradley Cooper,95.799,0.323,-6.362,0.385,7,42
2599,Press,Cardi B,133.983,0.243,-5.665,0.525,1,43
2600,Speechless,Dan + Shay,135.929,0.386,-5.968,0.438,1,44
2601,Sicko Mode,Travis Scott,155.008,0.446,-3.714,0.73,8,45
2602,Earfquake,"Tyler, The Creator",79.635,0.413,-8.866,0.498,9,46
2603,Look Back At It,A Boogie Wit da Hoodie,96.057,0.536,-5.075,0.587,3,47
2604,Shotta Flow,NLE Choppa,120.08,0.568,-4.768,0.511,2,48
2605,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,169.999,0.335,-5.29,0.554,5,49
2606,Nightmare,Halsey,146.11,0.538,-5.075,0.622,9,50
2607,Ran$om,Lil Tecca,105.014,0.0774,-7.844,0.813,11,51
2608,Go Loko,"YG, Tyga & Jon Z",100.995,0.142,-5.188,0.67,2,52
2609,Someone You Loved,Lewis Capaldi,109.891,0.446,-5.679,0.405,1,53
2610,Look What God Gave Her,Thomas Rhett,113.0,0.883,-3.966,0.85,2,54
2611,Cool,Jonas Brothers,78.969,0.62,-5.487,0.598,0,55
2612,Clout,Offset Featuring Cardi B,140.022,0.424,-7.384,0.622,1,56
2613,One Thing Right,Marshmello & Kane Brown,88.042,0.439,-2.253,0.623,4,57
2614,Good As You,Kane Brown,153.831,0.769,-6.05,0.516,8,58
2615,Worth It,YK Osiris,123.936,0.422,-4.082,0.528,5,59
2616,Just Us,DJ Khaled Featuring SZA,93.132,0.566,-2.758,0.859,9,60
2617,Knockin' Boots,Luke Bryan,131.983,0.634,-3.728,0.682,2,61
2618,Walk Me Home,P!nk,88.038,0.432,-6.119,0.453,1,62
2619,GIRL,Maren Morris,143.599,0.447,-3.95,0.793,6,63
2620,Easier,5 Seconds Of Summer,175.813,0.618,-5.604,0.428,5,64
2621,Please Me,Cardi B & Bruno Mars,133.992,0.65,-6.711,0.57,1,65
2622,Some Of It,Eric Church,79.843,0.824,-7.306,0.736,0,66
2623,All To Myself,Dan + Shay,94.975,0.565,-4.616,0.781,1,67
2624,Callaita,Bad Bunny & Tainy,176.169,0.244,-4.773,0.624,2,68
2625,24/7,Meek Mill Featuring Ella Mai,86.957,0.368,-5.355,0.711,0,69
2626,It's You,Ali Gatie,119.938,0.398,-2.452,0.739,7,70
2627,Rearview Town,Jason Aldean,141.973,0.338,-4.47,0.85,10,71
2628,Out The Mud,Lil Baby Featuring Future,160.051,0.25,-5.785,0.497,1,72
2629,Call You Mine,The Chainsmokers & Bebe Rexha,104.01,0.522,-5.6,0.696,4,73
2630,Girls Need Love,Summer Walker X Drake,97.022,0.0897,-9.481,0.432,6,74
2631,Soltera,"Lunay, Daddy Yankee & Bad Bunny",92.016,0.8,-4.271,0.783,5,75
2632,Talk You Out Of It,Florida Georgia Line,119.964,0.558,-4.791,0.708,4,76
2633,Trampoline,SHAED,126.803,0.498,-5.782,0.459,7,77
2634,Bacc At It Again,"Yella Beezy, Gucci Mane & Quavo",135.979,0.856,-5.725,0.623,8,78
2635,Before I Let Go,Beyonce,102.968,0.435,-5.424,0.842,6,79
2636,Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,145.041,0.853,-5.18,0.666,8,80
2637,Raised On Country,Chris Young,148.095,0.79,-3.224,0.794,2,81
2638,Wake Up,Travis Scott,149.07,0.488,-5.116,0.645,11,82
2639,Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",175.988,0.763,-2.331,0.79,0,83
2640,Eyes On You,Chase Rice,97.155,0.476,-6.982,0.652,9,84
2641,La La Land,Bryce Vine Featuring YG,97.953,0.416,-5.122,0.473,1,85
2642,Ocean Eyes,Billie Eilish,144.892,0.169,-7.65,0.363,4,86
2643,Here With Me,Marshmello Featuring CHVRCHES,99.961,0.181,-3.933,0.565,5,87
2644,Love Someone,Brett Eldredge,173.995,0.421,-5.011,0.813,9,88
2645,Sanguine Paradise,Lil Uzi Vert,134.972,0.207,-6.736,0.603,6,89
2646,Love Ain't,Eli Young Band,98.007,0.727,-4.645,0.851,11,90
2647,Calma,Pedro Capo X Farruko,126.899,0.761,-4.218,0.773,11,91
2648,Only Human,Jonas Brothers,94.01,0.874,-5.883,0.496,0,92
2649,The Ones That Didn't Make It Back Home,Justin Moore,137.995,0.468,-4.869,0.784,3,93
2650,Big Ole Freak,Megan Thee Stallion,142.979,0.627,-7.694,0.699,2,94
2651,Tap,NAV Featuring Meek Mill,85.018,0.452,-7.033,0.676,2,95
2652,You Stay,"DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih",117.988,0.227,-5.628,0.63,7,96
2653,Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,100.016,0.49,-7.504,0.572,2,97
2654,Cash Shit,Megan Thee Stallion Featuring DaBaby,130.028,0.549,-4.904,0.635,1,98
2655,Omerta,Drake,164.119,0.685,-2.232,0.899,6,99
2656,Summer Days,Martin Garrix Featuring Macklemore & Patrick Stump,113.778,0.316,-6.976,0.723,5,100
2657,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,136.041,0.639,-5.56,0.619,6,1
2658,Bad Guy,Billie Eilish,135.128,0.562,-10.965,0.425,7,2
2659,Talk,Khalid,135.984,0.346,-8.575,0.4,0,3
2660,I Don't Care,Ed Sheeran & Justin Bieber,101.956,0.842,-5.041,0.675,6,4
2661,Senorita,Shawn Mendes & Camila Cabello,116.947,0.75,-6.039,0.54,9,5
2662,Truth Hurts,Lizzo,158.087,0.412,-3.046,0.624,4,6
2663,Sucker,Jonas Brothers,137.958,0.952,-5.065,0.734,1,7
2664,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,89.911,0.913,-5.574,0.479,2,8
2665,No Guidance,Chris Brown Featuring Drake,92.932,0.137,-6.756,0.454,1,9
2666,Suge,DaBaby,75.445,0.844,-6.482,0.662,2,10
2667,Money In The Grave,Drake Featuring Rick Ross,100.541,0.101,-4.045,0.502,10,11
2668,Wow.,Post Malone,99.96,0.388,-7.359,0.539,11,12
2669,You Need To Calm Down,Taylor Swift,85.026,0.714,-5.617,0.671,2,13
2670,If I Can't Have You,Shawn Mendes,123.911,0.864,-4.198,0.809,2,14
2671,Dancing With A Stranger,Sam Smith & Normani,102.998,0.347,-7.513,0.52,8,15
2672,The Git Up,Blanco Brown,97.984,0.811,-8.635,0.678,9,16
2673,God's Country,Blake Shelton,144.586,0.434,-10.38,0.325,2,17
2674,"Hey Look Ma, I Made It",Panic! At The Disco,107.936,0.58,-3.337,0.833,5,18
2675,Without Me,Halsey,136.041,0.533,-7.05,0.488,6,19
2676,Pop Out,Polo G Featuring Lil Tjay,168.112,0.261,-7.119,0.639,1,20
2677,Sweet But Psycho,Ava Max,133.002,0.628,-4.724,0.704,1,21
2678,Panini,Lil Nas X,153.848,0.475,-6.146,0.594,5,22
2679,7 Rings,Ariana Grande,140.048,0.327,-10.732,0.317,1,23
2680,Beer Never Broke My Heart,Luke Combs,77.0,0.64,-4.483,0.863,1,24
2681,Happier,Marshmello & Bastille,100.015,0.671,-2.749,0.792,5,25
2682,Beautiful People,Ed Sheeran Featuring Khalid,92.977,0.548,-8.113,0.648,5,26
2683,Whiskey Glasses,Morgan Wallen,149.959,0.707,-4.58,0.68,6,27
2684,Never Really Over,Katy Perry,99.991,0.385,-4.792,0.882,8,28
2685,Pure Water,Mustard & Migos,202.015,0.137,-5.545,0.559,0,29
2686,Act Up,City Girls,97.075,0.313,-4.713,0.638,8,30
2687,The London,"Young Thug, J. Cole & Travis Scott",97.981,0.179,-6.946,0.586,4,31
2688,Rumor,Lee Brice,140.975,0.599,-6.857,0.56,9,32
2689,High Hopes,Panic! At The Disco,82.014,0.681,-2.729,0.904,5,33
2690,Speechless,Dan + Shay,135.929,0.386,-5.968,0.438,1,34
2691,Ran$om,Lil Tecca,105.014,0.0774,-7.844,0.813,11,35
2692,Eastside,"benny blanco, Halsey & Khalid",89.391,0.319,-7.648,0.68,6,36
2693,Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,95.005,0.607,-6.373,0.787,4,37
2694,Rodeo,Lil Nas X & Cardi B,140.081,0.657,-5.614,0.679,9,38
2695,ME!,Taylor Swift Featuring Brendon Urie,182.162,0.728,-4.105,0.83,0,39
2696,Going Bad,Meek Mill Featuring Drake,86.003,0.544,-6.365,0.496,4,40
2697,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,93.989,0.656,-2.652,0.86,8,41
2698,Press,Cardi B,133.983,0.243,-5.665,0.525,1,42
2699,Middle Child,J. Cole,123.984,0.463,-11.713,0.364,8,43
2700,Sicko Mode,Travis Scott,155.008,0.446,-3.714,0.73,8,44
2701,Shotta Flow,NLE Choppa,120.08,0.568,-4.768,0.511,2,45
2702,Someone You Loved,Lewis Capaldi,109.891,0.446,-5.679,0.405,1,46
2703,Better,Khalid,97.949,0.112,-10.278,0.552,0,47
2704,Look Back At It,A Boogie Wit da Hoodie,96.057,0.536,-5.075,0.587,3,48
2705,Shallow,Lady Gaga & Bradley Cooper,95.799,0.323,-6.362,0.385,7,49
2706,Knockin' Boots,Luke Bryan,131.983,0.634,-3.728,0.682,2,50
2707,Look What God Gave Her,Thomas Rhett,113.0,0.883,-3.966,0.85,2,51
2708,Earfquake,"Tyler, The Creator",79.635,0.413,-8.866,0.498,9,52
2709,Go Loko,"YG, Tyga & Jon Z",100.995,0.142,-5.188,0.67,2,53
2710,Nightmare,Halsey,146.11,0.538,-5.075,0.622,9,54
2711,Some Of It,Eric Church,79.843,0.824,-7.306,0.736,0,55
2712,Clout,Offset Featuring Cardi B,140.022,0.424,-7.384,0.622,1,56
2713,Cool,Jonas Brothers,78.969,0.62,-5.487,0.598,0,57
2714,Just Us,DJ Khaled Featuring SZA,93.132,0.566,-2.758,0.859,9,58
2715,All To Myself,Dan + Shay,94.975,0.565,-4.616,0.781,1,59
2716,Worth It,YK Osiris,123.936,0.422,-4.082,0.528,5,60
2717,GIRL,Maren Morris,143.599,0.447,-3.95,0.793,6,61
2718,Good As You,Kane Brown,153.831,0.769,-6.05,0.516,8,62
2719,Higher Love,Kygo X Whitney Houston,103.952,0.404,-7.159,0.678,8,63
2720,Walk Me Home,P!nk,88.038,0.432,-6.119,0.453,1,64
2721,Que Pretendes,J Balvin & Bad Bunny,92.603,0.939,-4.443,0.791,10,65
2722,Easier,5 Seconds Of Summer,175.813,0.618,-5.604,0.428,5,66
2723,Rearview Town,Jason Aldean,141.973,0.338,-4.47,0.85,10,68
2724,Callaita,Bad Bunny & Tainy,176.169,0.244,-4.773,0.624,2,69
2725,Out The Mud,Lil Baby Featuring Future,160.051,0.25,-5.785,0.497,1,70
2726,Homicide,Logic Featuring Eminem,140.055,0.77,-5.667,0.759,10,71
2727,Please Me,Cardi B & Bruno Mars,133.992,0.65,-6.711,0.57,1,72
2728,It's You,Ali Gatie,119.938,0.398,-2.452,0.739,7,73
2729,Call You Mine,The Chainsmokers & Bebe Rexha,104.01,0.522,-5.6,0.696,4,74
2730,Talk You Out Of It,Florida Georgia Line,119.964,0.558,-4.791,0.708,4,75
2731,One Thing Right,Marshmello & Kane Brown,88.042,0.439,-2.253,0.623,4,76
2732,Soltera,"Lunay, Daddy Yankee & Bad Bunny",92.016,0.8,-4.271,0.783,5,77
2733,When I Grow Up,NF,109.994,0.247,-3.985,0.814,2,78
2734,Raised On Country,Chris Young,148.095,0.79,-3.224,0.794,2,79
2735,Before I Let Go,Beyonce,102.968,0.435,-5.424,0.842,6,80
2736,My Type,Saweetie,105.038,0.587,-6.294,0.811,2,81
2737,24/7,Meek Mill Featuring Ella Mai,86.957,0.368,-5.355,0.711,0,82
2738,Lalala,Y2K & bbno$,129.972,0.496,-7.899,0.391,2,84
2739,La La Land,Bryce Vine Featuring YG,97.953,0.416,-5.122,0.473,1,85
2740,Cash Shit,Megan Thee Stallion Featuring DaBaby,130.028,0.549,-4.904,0.635,1,86
2741,Calma,Pedro Capo X Farruko,126.899,0.761,-4.218,0.773,11,87
2742,Eyes On You,Chase Rice,97.155,0.476,-6.982,0.652,9,88
2743,Trampoline,SHAED,126.803,0.498,-5.782,0.459,7,89
2744,Girls Need Love,Summer Walker X Drake,97.022,0.0897,-9.481,0.432,6,90
2745,Love Ain't,Eli Young Band,98.007,0.727,-4.645,0.851,11,91
